stop_id,stop_name,stop_lat,stop_lon,mode,STATE CODE
3122,34 Charlton St ,-41.46643098,147.1776463,train,TA
4110,Larmenier Primary School ,-41.45936181,147.1961299,train,TA
3574,36 High St ,-41.44050433,147.1473802,train,TA
4064,No.24 Waveney St ,-41.46119366,147.148174,train,TA
3709,11 Las Vegas Dr ,-41.48127692,147.1227747,train,TA
2936,36 Blackwood Dr ,-41.37748105,147.1364862,train,TA
3671,39 Main St ,-41.50523658,147.0646179,train,TA
3689,25 South Esk Dr ,-41.501444,147.066405,train,TA
3683,40 Mulgrave St ,-41.44936906,147.1466476,train,TA
14171:1,Cradle Mtn Rd / Cethana Rd ,-41.47529,146.095566,train,TA
3505,49 High St ,-41.43822316,147.1471952,train,TA
3587,Stop 14  No.61 Normanstone Rd,-41.46263623,147.1502219,train,TA
3558,144 Punchbowl Rd ,-41.453287,147.164049,train,TA
3603,Country Club Ave / Westbury Rd ,-41.48387158,147.1237199,train,TA
3311,Opposite 2 Veulalee Ave ,-41.43457958,147.1144223,train,TA
3128,57 Charlton St ,-41.46394572,147.1779615,train,TA
8958,ALANVALE TERMINUS IN [s] ,-41.38467815,147.1272585,train,TA
3117,27 Norwood Ave ,-41.45569718,147.1731418,train,TA
3047,** Stop Deleted May 2017 ,-41.44838833,147.1369743,train,TA
3970,Stop 18  No.359 West Tamar Rd,-41.409616,147.096729,train,TA
14270:1,Cradle Mountain Transit Terminal ,-41.58158,145.937774,train,TA
3729,No.1 Neptune Dr ,-41.467647,147.089782,train,TA
2960,No.43 Tompsons Ln ,-41.38688843,147.1231074,train,TA
2969,54 Holbrook St ,-41.42567861,147.1342405,train,TA
3046,175 York St ,-41.44129538,147.1347648,train,TA
3303,23 Pomona Rd ,-41.420836,147.104218,train,TA
3993,Tailrace Park ,-41.42294627,147.1131022,train,TA
3152,Stop 17  207 Penquite Rd,-41.45603106,147.1779973,train,TA
3619,140 Westbury Rd ,-41.46675658,147.1422896,train,TA
3707,No.14 Casino Rise ,-41.48006103,147.1093545,train,TA
3267,Kmart ,-41.4280413,147.1481766,train,TA
2884,Stop 7  Invermay Rd,-41.41454904,147.1333938,train,TA
3996,West Tamar Hwy (opp.Forest Rd) ,-41.43315129,147.1224054,train,TA
3620,120 Westbury Rd ,-41.46594738,147.1444256,train,TA
4070,143 Cambridge St ,-41.46068145,147.1304808,train,TA
2951,13 Cupania St ,-41.380204,147.13351,train,TA
4116,82 Stanley St ,-41.46726825,147.1298863,train,TA
14129:1,Launceston Airport ,-41.542632,147.20253,train,TA
8983,North Riverside Terminus ,-41.39901187,147.0860532,train,TA
3052,Stop 9  No.60 Heather St,-41.455066,147.136624,train,TA
3266,Kmart ,-41.42803433,147.1479692,train,TA
3226,Warring St near Bendigo St ,-41.41074695,147.1683786,train,TA
3517,35 Talbot Rd ,-41.4511657,147.1538682,train,TA
4432:01:00,62 Blamey Rd ,-41.459885,147.165931,train,TA
3557,186 Punchbowl Rd ,-41.450133,147.163138,train,TA
3706,6 Pitcher Pde ,-41.47754383,147.105206,train,TA
4376,National Automobile Museum ,-41.431671,147.142213,train,TA
3271,26 Faraday St ,-41.42022487,147.180348,train,TA
3997,opp.No.27 West Tamar Rd ,-41.43548785,147.124822,train,TA
2890,Stop 4  York Park,-41.42623042,147.1373214,train,TA
3211,Opposite 54 Vermont Rd ,-41.40621801,147.1390201,train,TA
2978,No.15 Treherne St ,-41.38292279,147.130864,train,TA
2953,No.20 Reservoir Rd ,-41.37636249,147.1336938,train,TA
3720,3 Richard St ,-41.47594069,147.11803,train,TA
3072,No.17 Delta Ave ,-41.48167824,147.1737026,train,TA
4378,25 Hillside Cres ,-41.44854962,147.1334294,train,TA
3692,53 Panorama Rd ,-41.45954208,147.0855486,train,TA
3027,Stop 16  No.178 Hobart Rd,-41.47201454,147.162729,train,TA
14127:1,75 Leighlands Rd ,-41.592928,147.218696,train,TA
3215,223 Vermont Rd ,-41.41190505,147.1571596,train,TA
2930,Stop 16  No.147 George Town Rd,-41.38263052,147.1285094,train,TA
3082,No.26 Ernest St ,-41.47042693,147.1540223,train,TA
3527,153 Punchbowl Rd ,-41.45298315,147.1640989,train,TA
3126,Opposite 193 Opossum Rd ,-41.46851196,147.1774435,train,TA
3956,101 South Esk Dr ,-41.49911833,147.0747392,train,TA
3723,30 Las Vegas Dr ,-41.48062722,147.1218173,train,TA
3344,opp.No.37 Trevallyn Rd ,-41.43531384,147.1225017,train,TA
3297,No.71 Penrith Street ,-41.41475464,147.0943992,train,TA
3629,41A Poplar Pde ,-41.48975601,147.1727591,train,TA
2971,6 Holbrook St ,-41.42978936,147.1356668,train,TA
3113,Penquite Rd near Queechy Rd ,-41.45208649,147.1720974,train,TA
3075,No.88 Waroona St ,-41.481621,147.170707,train,TA
3636,195 Opossum Rd ,-41.46871106,147.1775775,train,TA
3356,Hillside Cr / Canning St ,-41.44550229,147.1332951,train,TA
14105:1,1018 Cressy Rd ,-41.667895,147.084015,train,TA
3229,Ravenswood / Amundsen St ,-41.40801784,147.1659987,train,TA
3178,65 Station Rd ,-41.46203919,147.1944629,train,TA
3575,32 High St ,-41.4381505,147.147186,train,TA
3302,No.5 Pomona Road ,-41.41960219,147.1057097,train,TA
2851,Invermay Rd Stop 10 Out ,-41.40224564,147.1307817,train,TA
2916,9 Holbrook St ,-41.42971112,147.1354889,train,TA
3615,School train Stop (St Patrick's College) ,-41.4735766,147.1286522,train,TA
3721,27 Richard St ,-41.47841026,147.1201055,train,TA
3964,Stop 11 West Tamar Hwy ,-41.42370742,147.1120561,train,TA
3108,19A Penquite Rd ,-41.44400942,147.1620687,train,TA
3304,37 Pomona Rd ,-41.42214643,147.1037184,train,TA
3206,Hoblers Bridge Rd near Killafaddy Rd ,-41.43597589,147.1732658,train,TA
3298,No.89 Penrith Street ,-41.41374598,147.0953665,train,TA
4532,Terminus near No.34 Kertch Rd ,-41.45823298,147.1997576,train,TA
